# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 12 06:00:32 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist
1993,Kepler-1088 b,Kepler-1088,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.12748644,0.160200,1.420,2.60000,280.6290000
1994,Kepler-1089 b,Kepler-1089,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.13248562,0.049700,1.830,4.01000,259.3280000
1995,Kepler-109 b,Kepler-109,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.48163000,0.068300,2.370,7.30000,474.8610000
1996,Kepler-109 c,Kepler-109,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.22270000,0.150600,2.520,21.80000,474.8610000
1997,Kepler-1090 b,Kepler-1090,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,198.68017900,0.636400,2.250,5.69000,858.7700000
1998,Kepler-1090 c,Kepler-1090,1,2,0,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.42720032,0.227400,3.293,10.90000,858.7700000
1999,Kepler-1091 b,Kepler-1091,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.43474156,0.025200,1.460,2.73000,914.2990000
2000,Kepler-1092 b,Kepler-1092,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,58.60179250,0.299600,2.070,4.94000,981.2330000
2001,Kepler-1093 b,Kepler-1093,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,25.08246260,0.168500,1.950,4.46000,1072.8800000
2002,Kepler-1093 c,Kepler-1093,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,89.72229200,0.394000,1.960,4.50000,1072.8800000
2003,Kepler-1094 b,Kepler-1094,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,78.10002310,0.362500,3.180,10.20000,1291.0100000
2004,Kepler-1095 b,Kepler-1095,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.27103091,0.051400,1.210,1.92000,792.5220000
2005,Kepler-1096 b,Kepler-1096,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.89221751,0.034000,1.240,2.07000,377.9760000
2006,Kepler-1097 b,Kepler-1097,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,187.74702900,0.579100,3.260,10.70000,719.8020000
2007,Kepler-1098 b,Kepler-1098,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.54307286,0.035800,1.300,2.24000,1049.1900000
2008,Kepler-1099 b,Kepler-1099,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.16845259,0.033700,2.830,8.40000,1022.8000000
2009,Kepler-11 b,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.30390000,0.091000,1.800,1.90000,646.3460000
2010,Kepler-11 c,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.02410000,0.107000,2.870,2.90000,646.3460000
2011,Kepler-11 d,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.68450000,0.155000,3.120,7.30000,646.3460000
2012,Kepler-11 e,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.99960000,0.195000,4.190,8.00000,646.3460000
2013,Kepler-11 f,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,46.68880000,0.250000,2.490,2.00000,646.3460000
2014,Kepler-11 g,Kepler-11,1,6,0,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,118.38070000,0.466000,3.330,25.00000,646.3460000
2015,Kepler-110 b,Kepler-110,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.69111200,0.107000,1.830,4.01000,586.5310000
2016,Kepler-110 c,Kepler-110,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.71977500,0.198000,2.210,5.52000,586.5310000
2017,Kepler-1100 b,Kepler-1100,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.42200058,0.068400,1.750,3.71000,693.6180000
2018,Kepler-1101 b,Kepler-1101,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,81.31510590,0.348300,2.470,6.66000,742.4730000
2019,Kepler-1102 b,Kepler-1102,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,51.32856230,0.273100,2.660,7.56000,1246.0500000
2020,Kepler-1103 b,Kepler-1103,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.79191978,0.147300,2.270,5.77000,1331.9200000
2021,Kepler-1104 b,Kepler-1104,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.03728015,0.062800,1.230,2.04000,530.6580000
2022,Kepler-1105 b,Kepler-1105,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.42157218,0.047100,2.010,4.70000,318.0040000
2023,Kepler-1106 b,Kepler-1106,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.25275217,0.023900,1.650,3.36000,1090.7000000
2024,Kepler-1107 b,Kepler-1107,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.57103852,0.012600,1.340,2.36000,428.7980000
2025,Kepler-1108 b,Kepler-1108,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.51005748,0.051100,1.460,2.73000,767.7010000
2026,Kepler-1109 b,Kepler-1109,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,37.64673840,0.246600,2.190,5.43000,685.0870000
2027,Kepler-111 b,Kepler-111,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.34181500,0.046000,1.580,3.12000,657.2230000
2028,Kepler-111 c,Kepler-111,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,224.78460800,0.761000,7.300,42.00000,657.2230000
2029,Kepler-1110 b,Kepler-1110,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.69312032,0.075400,2.660,7.56000,726.8280000
2030,Kepler-1111 b,Kepler-1111,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.79617863,0.087200,2.000,4.66000,841.5360000
2031,Kepler-1112 b,Kepler-1112,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.36267939,0.123900,3.020,9.38000,1671.2800000
2032,Kepler-1113 b,Kepler-1113,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.30049540,0.241500,2.810,8.30000,1073.8800000
2033,Kepler-1114 b,Kepler-1114,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.97435694,0.110200,1.350,2.39000,418.4170000
2034,Kepler-1115 b,Kepler-1115,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.55407250,0.213400,1.700,3.53000,983.2450000
2035,Kepler-1116 b,Kepler-1116,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,41.69778270,0.233000,2.540,6.99000,1008.5700000
2036,Kepler-1117 b,Kepler-1117,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.79028459,0.054600,1.110,1.41000,568.4870000
2037,Kepler-1118 b,Kepler-1118,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,38.67150750,0.207900,2.740,7.95000,888.3250000
2038,Kepler-1119 b,Kepler-1119,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.32651530,0.081200,1.920,4.35000,1757.2300000
2039,Kepler-112 b,Kepler-112,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.40887800,0.076000,2.360,6.17000,513.2060000
2040,Kepler-112 c,Kepler-112,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.57426300,0.172000,2.400,6.35000,513.2060000
2041,Kepler-1120 b,Kepler-1120,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.94902905,0.036900,1.380,2.48000,615.2310000
2042,Kepler-1121 b,Kepler-1121,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.15141081,0.118700,1.910,4.31000,482.0470000
2043,Kepler-1122 b,Kepler-1122,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.19173570,0.231500,2.040,4.82000,1230.4200000
2044,Kepler-1123 b,Kepler-1123,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.33946454,0.049700,1.670,3.43000,704.3230000
2045,Kepler-1124 b,Kepler-1124,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.85234897,0.030500,1.280,2.18000,289.8990000
2046,Kepler-1125 b,Kepler-1125,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.67006420,0.134800,1.840,4.04000,2011.4100000
2047,Kepler-1126 b,Kepler-1126,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,108.59332900,0.412600,1.730,3.64000,635.7360000
2048,Kepler-1127 b,Kepler-1127,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.12330347,0.055600,1.960,4.50000,842.4590000
2049,Kepler-1128 b,Kepler-1128,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,61.61781670,0.302000,3.650,12.90000,1083.4100000
2050,Kepler-1129 b,Kepler-1129,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.33978040,0.164400,2.960,9.06000,1183.8800000
2051,Kepler-1129 c,Kepler-1129,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,76.53695860,0.352800,2.730,7.90000,1183.8800000
2052,Kepler-113 b,Kepler-113,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.75400000,0.050200,1.820,11.70000,262.3510000
2053,Kepler-113 c,Kepler-113,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.92507000,0.076300,2.180,8.70000,262.3510000
2054,Kepler-1130 b,Kepler-1130,2,3,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.45298175,0.059500,0.800,0.43700,249.3430000
2055,Kepler-1130 c,Kepler-1130,2,3,0,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.26663995,0.042300,0.792,0.42200,249.3430000
2056,Kepler-1130 d,Kepler-1130,2,3,0,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.27225018,0.050600,0.645,0.20200,249.3430000
2057,Kepler-1131 b,Kepler-1131,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.53232449,0.045900,1.590,3.15000,1030.7000000
2058,Kepler-1132 b,Kepler-1132,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,62.89162280,0.288100,2.350,6.12000,867.9310000
2059,Kepler-1133 b,Kepler-1133,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.55562343,0.098300,1.970,4.54000,753.1350000
2060,Kepler-1134 b,Kepler-1134,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.13263989,0.124200,2.640,7.46000,944.4450000
2061,Kepler-1135 b,Kepler-1135,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,76.95785700,0.343600,1.850,4.08000,1314.6400000
2062,Kepler-1136 b,Kepler-1136,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.36172433,0.029900,1.640,3.33000,491.4060000
2063,Kepler-1137 b,Kepler-1137,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.92107910,0.187100,2.200,5.48000,921.7780000
2064,Kepler-1138 b,Kepler-1138,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.17060005,0.041500,1.700,3.53000,872.3280000
2065,Kepler-1139 b,Kepler-1139,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.81316672,0.016500,1.190,1.81000,495.1560000
2066,Kepler-114 b,Kepler-114,1,3,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.18854900,0.053000,1.260,6.80000,259.5330000
2067,Kepler-114 c,Kepler-114,1,3,0,Transit,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.04100000,0.064820,1.600,2.80000,259.5330000
2068,Kepler-114 d,Kepler-114,1,3,0,Transit,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.77600000,0.083580,2.530,3.90000,259.5330000
2069,Kepler-1140 b,Kepler-1140,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.08627070,0.147800,2.770,8.10000,656.4800000
2070,Kepler-1141 b,Kepler-1141,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.34451194,0.034500,0.820,0.47700,393.6420000
2071,Kepler-1142 b,Kepler-1142,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.30272480,0.134300,1.470,2.76000,1273.5100000
2072,Kepler-1143 b,Kepler-1143,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.88890485,0.037100,1.670,3.43000,555.1890000
2073,Kepler-1143 c,Kepler-1143,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,210.63059100,0.647700,3.600,12.60000,555.1890000
2074,Kepler-1144 b,Kepler-1144,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.14647302,0.129100,1.990,4.62000,1140.5700000
2075,Kepler-1145 b,Kepler-1145,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.97076766,0.044300,1.400,2.54000,691.9610000
2076,Kepler-1146 b,Kepler-1146,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.35226580,0.032500,1.230,2.04000,703.0380000
2077,Kepler-1147 b,Kepler-1147,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.62784997,0.096100,2.610,7.32000,1657.3600000
2078,Kepler-1148 b,Kepler-1148,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.10446351,0.018800,1.690,3.50000,625.6920000
2079,Kepler-1149 b,Kepler-1149,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.73089898,0.047300,1.440,2.67000,1217.7300000
2080,Kepler-115 b,Kepler-115,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.40367900,0.036000,1.090,1.32000,623.6090000
2081,Kepler-115 c,Kepler-115,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.99088900,0.087000,2.600,7.27000,623.6090000
2082,Kepler-1150 b,Kepler-1150,2,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.78786839,0.038200,1.020,1.04000,358.5180000
2083,Kepler-1151 b,Kepler-1151,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,65.64784240,0.319700,2.220,5.56000,682.4360000
2084,Kepler-1152 b,Kepler-1152,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.64680191,0.022300,0.870,0.59000,215.2330000
2085,Kepler-1153 b,Kepler-1153,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.75583533,0.027700,1.730,3.64000,1119.4900000
2086,Kepler-1154 b,Kepler-1154,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.18561420,0.063100,2.340,6.08000,1460.1000000
2087,Kepler-1154 c,Kepler-1154,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.45808312,0.087500,2.360,6.17000,1460.1000000
2088,Kepler-1155 b,Kepler-1155,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,33.46974300,0.200600,2.030,4.78000,1128.7200000
2089,Kepler-1156 b,Kepler-1156,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.89520511,0.099400,1.320,2.30000,691.3310000
2090,Kepler-1157 b,Kepler-1157,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.45743164,0.044800,1.090,1.32000,342.1440000
2091,Kepler-1158 b,Kepler-1158,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.53962930,0.124600,2.340,6.08000,1484.2500000
2092,Kepler-1159 b,Kepler-1159,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.70816791,0.160300,2.370,6.21000,1213.7100000
2093,Kepler-116 b,Kepler-116,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.96873400,0.069000,3.420,11.60000,955.1680000
2094,Kepler-116 c,Kepler-116,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.07163000,0.116000,2.300,5.90000,955.1680000
2095,Kepler-1160 b,Kepler-1160,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.97034958,0.075500,2.140,5.22000,1077.6300000
2096,Kepler-1161 b,Kepler-1161,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.71252541,0.078400,2.130,5.18000,547.7260000
2097,Kepler-1162 b,Kepler-1162,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,32.56370690,0.190000,2.210,5.52000,940.2110000
2098,Kepler-1163 b,Kepler-1163,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.11786898,0.068500,1.030,1.08000,478.6470000
2099,Kepler-1164 b,Kepler-1164,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.97599768,0.045700,1.120,1.46000,431.6220000
2100,Kepler-1165 b,Kepler-1165,1,2,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.47852200,0.091400,1.550,3.02000,1575.2000000
2101,Kepler-1165 c,Kepler-1165,1,2,0,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,29.96870041,0.196900,3.361,11.20000,1575.2000000
2102,Kepler-1166 b,Kepler-1166,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,33.24068820,0.197500,1.690,3.50000,634.9060000
2103,Kepler-1167 b,Kepler-1167,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.00393374,0.017500,1.710,3.57000,820.9050000
2104,Kepler-1168 b,Kepler-1168,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,55.82265390,0.266300,2.500,6.80000,752.6660000
2105,Kepler-1169 b,Kepler-1169,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.11009134,0.070900,0.940,0.77900,522.8230000
2106,Kepler-117 b,Kepler-117,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.79592280,0.144500,8.059,29.87500,1455.5700000
2107,Kepler-117 c,Kepler-117,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,50.79039100,0.280400,12.341,584.78000,1455.5700000
2108,Kepler-1170 b,Kepler-1170,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.98969327,0.088000,2.410,6.39000,1050.4500000
2109,Kepler-1171 b,Kepler-1171,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.44259224,0.028400,2.560,7.08000,573.0000000
2110,Kepler-1172 b,Kepler-1172,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,26.02044230,0.168000,3.200,10.30000,1306.5300000
2111,Kepler-1173 b,Kepler-1173,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.76985360,0.015700,0.890,0.64000,377.0600000
2112,Kepler-1174 b,Kepler-1174,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.89225223,0.073200,1.590,3.15000,1408.7500000
2113,Kepler-1175 b,Kepler-1175,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,37.94563000,0.218100,2.990,9.22000,1121.8900000
2114,Kepler-1176 b,Kepler-1176,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,24.17385790,0.158900,2.450,6.57000,864.6990000
2115,Kepler-1177 b,Kepler-1177,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,106.24754700,0.430100,1.900,4.27000,1299.9700000
2116,Kepler-1178 b,Kepler-1178,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.80634000,0.159600,1.070,1.24000,482.2870000
2117,Kepler-1179 b,Kepler-1179,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.68505749,0.034600,1.320,2.30000,415.2050000
2118,Kepler-118 b,Kepler-118,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.51849600,0.073000,1.960,4.50000,574.2280000
2119,Kepler-118 c,Kepler-118,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.17202000,0.141000,7.680,45.70000,574.2280000
2120,Kepler-1180 b,Kepler-1180,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.86012860,0.124600,1.990,4.62000,1596.8000000
2121,Kepler-1181 b,Kepler-1181,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.89337519,0.062100,1.570,3.09000,938.4170000
2122,Kepler-1182 b,Kepler-1182,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.17394617,0.098100,2.410,6.39000,1545.3900000
2123,Kepler-1183 b,Kepler-1183,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.50571890,0.179300,2.820,8.35000,1919.1900000
2124,Kepler-1184 b,Kepler-1184,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,53.59910440,0.286300,2.680,7.65000,1157.8400000
2125,Kepler-1185 b,Kepler-1185,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,104.35189760,0.429700,1.330,2.33000,459.2730000
2126,Kepler-1186 b,Kepler-1186,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.07677615,0.128100,2.230,5.60000,1337.2500000
2127,Kepler-1187 b,Kepler-1187,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.87064068,0.140100,2.610,7.32000,1020.5300000
2128,Kepler-1188 b,Kepler-1188,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,17.13695430,0.135000,2.080,4.98000,1717.4800000
2129,Kepler-1189 b,Kepler-1189,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.78858982,0.046700,1.770,3.78000,782.8520000
2130,Kepler-119 b,Kepler-119,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.42208200,0.035000,3.600,12.60000,701.9960000
2131,Kepler-119 c,Kepler-119,1,2,0,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.12510300,0.049000,0.920,0.72100,701.9960000
2132,Kepler-1190 b,Kepler-1190,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.45843441,0.084500,1.330,2.33000,342.5090000
2133,Kepler-1191 b,Kepler-1191,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.60014851,0.058700,1.510,2.89000,955.5360000
2134,Kepler-1192 b,Kepler-1192,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,25.20347870,0.169300,2.360,6.17000,1304.1900000
2135,Kepler-1193 b,Kepler-1193,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.83265213,0.040300,1.320,2.30000,802.1160000
2136,Kepler-1194 b,Kepler-1194,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.22371307,0.121200,1.510,2.89000,757.3820000
2137,Kepler-1195 b,Kepler-1195,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.49642241,0.072600,2.080,4.98000,918.5660000
2138,Kepler-1196 b,Kepler-1196,1,1,0,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,66.18490310,0.317900,2.230,5.60000,922.3330000
